sex,age_group,education_level,employment_status,count
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",L°nmodtagere u.n.a.,1803
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",Arbejdsl°se,8
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",St°ttet beskµftigelse uden l°n,0
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",Feriedagpenge,0
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",Vejledning og opkvalificering,0
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",Ledighedsydelse,0
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",B°rnepasningsorlov fra ledighed,0
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",Barselsfravµr fra ledighed,0
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",Sygefravµr fra ledighed,5
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",Kontanthjµlp (passiv)/integrationsydelse,4
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",Revalidering,0
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",Ressourceforl°b,0
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",Jobafklaringsforl°b,0
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",SU-modtagere,0
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",F°rtidspension,23
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",Seniopension,8
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",Tidlig pension,4
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",Efterl°n,47
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",Fleksydelse,1
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",Folkepension,52586
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",Anden pension,169
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",Personer under uddannelse (ordinµr),5
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",Kursister,50
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",Produktionsskoleelever,0
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",Udenlandske studerende,0
Mµnd,67 σr og derover,"H50 Mellemlange videregσende uddannelser, MVU",╪vrige uden for arbejdsstyrken,235
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Selvstµndige,237
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Medarbejdende µgtefµller,5
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",L°nmodtager med ledelsesarbejde,72
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",L°nmodtagere pσ h°jeste niveau,115
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",L°nmodtagere pσ mellemniveau,51
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",L°nmodtagere pσ grundniveau,66
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Andre l°nmodtagere,7
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",L°nmodtagere u.n.a.,166
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Arbejdsl°se,0
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",St°ttet beskµftigelse uden l°n,0
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Feriedagpenge,0
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Vejledning og opkvalificering,0
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Ledighedsydelse,0
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",B°rnepasningsorlov fra ledighed,0
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Barselsfravµr fra ledighed,0
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Sygefravµr fra ledighed,0
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Kontanthjµlp (passiv)/integrationsydelse,0
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Revalidering,0
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Ressourceforl°b,0
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Jobafklaringsforl°b,0
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",SU-modtagere,0
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",F°rtidspension,1
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Seniopension,1
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Tidlig pension,0
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Efterl°n,3
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Fleksydelse,0
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Folkepension,1901
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Anden pension,7
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Personer under uddannelse (ordinµr),2
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Kursister,5
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Produktionsskoleelever,0
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",Udenlandske studerende,0
Mµnd,67 σr og derover,"H60 Bacheloruddannelser, BACH",╪vrige uden for arbejdsstyrken,23
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Selvstµndige,3858
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Medarbejdende µgtefµller,22
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",L°nmodtager med ledelsesarbejde,620
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",L°nmodtagere pσ h°jeste niveau,4370
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",L°nmodtagere pσ mellemniveau,242
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",L°nmodtagere pσ grundniveau,446
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Andre l°nmodtagere,84
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",L°nmodtagere u.n.a.,956
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Arbejdsl°se,3
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",St°ttet beskµftigelse uden l°n,0
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Feriedagpenge,0
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Vejledning og opkvalificering,0
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Ledighedsydelse,0
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",B°rnepasningsorlov fra ledighed,0
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Barselsfravµr fra ledighed,0
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Sygefravµr fra ledighed,5
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Kontanthjµlp (passiv)/integrationsydelse,3
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Revalidering,0
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Ressourceforl°b,0
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Jobafklaringsforl°b,0
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",SU-modtagere,0
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",F°rtidspension,11
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Seniopension,1
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Tidlig pension,0
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Efterl°n,16
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Fleksydelse,0
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Folkepension,31185
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Anden pension,243
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Personer under uddannelse (ordinµr),10
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Kursister,57
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Produktionsskoleelever,0
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",Udenlandske studerende,0
Mµnd,67 σr og derover,"H70 Lange videregσende uddannelser, LVU",╪vrige uden for arbejdsstyrken,282
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Selvstµndige,168
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Medarbejdende µgtefµller,1
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,L°nmodtager med ledelsesarbejde,30
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,L°nmodtagere pσ h°jeste niveau,504
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,L°nmodtagere pσ mellemniveau,11
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,L°nmodtagere pσ grundniveau,7
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Andre l°nmodtagere,7
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,L°nmodtagere u.n.a.,44
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Arbejdsl°se,0
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,St°ttet beskµftigelse uden l°n,0
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Feriedagpenge,0
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Vejledning og opkvalificering,0
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Ledighedsydelse,0
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,B°rnepasningsorlov fra ledighed,0
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Barselsfravµr fra ledighed,0
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Sygefravµr fra ledighed,0
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Kontanthjµlp (passiv)/integrationsydelse,2
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Revalidering,0
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Ressourceforl°b,0
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Jobafklaringsforl°b,0
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,SU-modtagere,0
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,F°rtidspension,0
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Seniopension,1
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Tidlig pension,0
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Efterl°n,0
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Fleksydelse,0
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Folkepension,1164
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Anden pension,17
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Personer under uddannelse (ordinµr),1
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Kursister,4
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Produktionsskoleelever,0
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,Udenlandske studerende,0
Mµnd,67 σr og derover,H80 Ph.d. og forskeruddannelser,╪vrige uden for arbejdsstyrken,90
Mµnd,67 σr og derover,H90 Uoplyst mv.,Selvstµndige,270
Mµnd,67 σr og derover,H90 Uoplyst mv.,Medarbejdende µgtefµller,5
Mµnd,67 σr og derover,H90 Uoplyst mv.,L°nmodtager med ledelsesarbejde,32
Mµnd,67 σr og derover,H90 Uoplyst mv.,L°nmodtagere pσ h°jeste niveau,43
Mµnd,67 σr og derover,H90 Uoplyst mv.,L°nmodtagere pσ mellemniveau,11
Mµnd,67 σr og derover,H90 Uoplyst mv.,L°nmodtagere pσ grundniveau,144
Mµnd,67 σr og derover,H90 Uoplyst mv.,Andre l°nmodtagere,55
Mµnd,67 σr og derover,H90 Uoplyst mv.,L°nmodtagere u.n.a.,182
Mµnd,67 σr og derover,H90 Uoplyst mv.,Arbejdsl°se,4
Mµnd,67 σr og derover,H90 Uoplyst mv.,St°ttet beskµftigelse uden l°n,0
Mµnd,67 σr og derover,H90 Uoplyst mv.,Feriedagpenge,0
Mµnd,67 σr og derover,H90 Uoplyst mv.,Vejledning og opkvalificering,0
Mµnd,67 σr og derover,H90 Uoplyst mv.,Ledighedsydelse,1
Mµnd,67 σr og derover,H90 Uoplyst mv.,B°rnepasningsorlov fra ledighed,0
Mµnd,67 σr og derover,H90 Uoplyst mv.,Barselsfravµr fra ledighed,0
Mµnd,67 σr og derover,H90 Uoplyst mv.,Sygefravµr fra ledighed,0
Mµnd,67 σr og derover,H90 Uoplyst mv.,Kontanthjµlp (passiv)/integrationsydelse,78
Mµnd,67 σr og derover,H90 Uoplyst mv.,Revalidering,0
Mµnd,67 σr og derover,H90 Uoplyst mv.,Ressourceforl°b,0
Mµnd,67 σr og derover,H90 Uoplyst mv.,Jobafklaringsforl°b,0
Mµnd,67 σr og derover,H90 Uoplyst mv.,SU-modtagere,0
Mµnd,67 σr og derover,H90 Uoplyst mv.,F°rtidspension,46
Mµnd,67 σr og derover,H90 Uoplyst mv.,Seniopension,10
Mµnd,67 σr og derover,H90 Uoplyst mv.,Tidlig pension,12
Mµnd,67 σr og derover,H90 Uoplyst mv.,Efterl°n,22
Mµnd,67 σr og derover,H90 Uoplyst mv.,Fleksydelse,0
Mµnd,67 σr og derover,H90 Uoplyst mv.,Folkepension,6007
Mµnd,67 σr og derover,H90 Uoplyst mv.,Anden pension,13
Mµnd,67 σr og derover,H90 Uoplyst mv.,Personer under uddannelse (ordinµr),0
Mµnd,67 σr og derover,H90 Uoplyst mv.,Kursister,63
Mµnd,67 σr og derover,H90 Uoplyst mv.,Produktionsskoleelever,0
Mµnd,67 σr og derover,H90 Uoplyst mv.,Udenlandske studerende,0
Mµnd,67 σr og derover,H90 Uoplyst mv.,╪vrige uden for arbejdsstyrken,1012
Kvinder,16-19 σr,H10 Grundskole,Selvstµndige,56
Kvinder,16-19 σr,H10 Grundskole,Medarbejdende µgtefµller,0
Kvinder,16-19 σr,H10 Grundskole,L°nmodtager med ledelsesarbejde,18
Kvinder,16-19 σr,H10 Grundskole,L°nmodtagere pσ h°jeste niveau,1010
Kvinder,16-19 σr,H10 Grundskole,L°nmodtagere pσ mellemniveau,671
Kvinder,16-19 σr,H10 Grundskole,L°nmodtagere pσ grundniveau,44849
Kvinder,16-19 σr,H10 Grundskole,Andre l°nmodtagere,11165
Kvinder,16-19 σr,H10 Grundskole,L°nmodtagere u.n.a.,9111
Kvinder,16-19 σr,H10 Grundskole,Arbejdsl°se,54
Kvinder,16-19 σr,H10 Grundskole,St°ttet beskµftigelse uden l°n,62
Kvinder,16-19 σr,H10 Grundskole,Feriedagpenge,0
Kvinder,16-19 σr,H10 Grundskole,Vejledning og opkvalificering,723
Kvinder,16-19 σr,H10 Grundskole,Ledighedsydelse,0
Kvinder,16-19 σr,H10 Grundskole,B°rnepasningsorlov fra ledighed,0
Kvinder,16-19 σr,H10 Grundskole,Barselsfravµr fra ledighed,0
Kvinder,16-19 σr,H10 Grundskole,Sygefravµr fra ledighed,16
Kvinder,16-19 σr,H10 Grundskole,Kontanthjµlp (passiv)/integrationsydelse,1625
Kvinder,16-19 σr,H10 Grundskole,Revalidering,1
Kvinder,16-19 σr,H10 Grundskole,Ressourceforl°b,9
Kvinder,16-19 σr,H10 Grundskole,Jobafklaringsforl°b,8
Kvinder,16-19 σr,H10 Grundskole,SU-modtagere,156
Kvinder,16-19 σr,H10 Grundskole,F°rtidspension,407
Kvinder,16-19 σr,H10 Grundskole,Seniopension,0
Kvinder,16-19 σr,H10 Grundskole,Tidlig pension,0
Kvinder,16-19 σr,H10 Grundskole,Efterl°n,0
Kvinder,16-19 σr,H10 Grundskole,Fleksydelse,0
Kvinder,16-19 σr,H10 Grundskole,Folkepension,0
Kvinder,16-19 σr,H10 Grundskole,Anden pension,0
Kvinder,16-19 σr,H10 Grundskole,Personer under uddannelse (ordinµr),43462
Kvinder,16-19 σr,H10 Grundskole,Kursister,752
Kvinder,16-19 σr,H10 Grundskole,Produktionsskoleelever,0
Kvinder,16-19 σr,H10 Grundskole,Udenlandske studerende,117
Kvinder,16-19 σr,H10 Grundskole,╪vrige uden for arbejdsstyrken,4331
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Selvstµndige,16
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Medarbejdende µgtefµller,0
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,L°nmodtager med ledelsesarbejde,14
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,L°nmodtagere pσ h°jeste niveau,788
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,L°nmodtagere pσ mellemniveau,263
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,L°nmodtagere pσ grundniveau,9488
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Andre l°nmodtagere,1966
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,L°nmodtagere u.n.a.,773
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Arbejdsl°se,16
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,St°ttet beskµftigelse uden l°n,8
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Feriedagpenge,0
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Vejledning og opkvalificering,15
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Ledighedsydelse,0
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,B°rnepasningsorlov fra ledighed,0
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Barselsfravµr fra ledighed,0
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Sygefravµr fra ledighed,3
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Kontanthjµlp (passiv)/integrationsydelse,79
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Revalidering,0
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Ressourceforl°b,0
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Jobafklaringsforl°b,1
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,SU-modtagere,50
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,F°rtidspension,0
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Seniopension,0
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Tidlig pension,0
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Efterl°n,0
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Fleksydelse,0
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Folkepension,0
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Anden pension,0
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Personer under uddannelse (ordinµr),1161
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Kursister,360
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Produktionsskoleelever,0
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,Udenlandske studerende,98
Kvinder,16-19 σr,H20 Gymnasiale uddannelser,╪vrige uden for arbejdsstyrken,1620
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Selvstµndige,4
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Medarbejdende µgtefµller,0
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,L°nmodtager med ledelsesarbejde,1
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,L°nmodtagere pσ h°jeste niveau,14
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,L°nmodtagere pσ mellemniveau,59
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,L°nmodtagere pσ grundniveau,666
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Andre l°nmodtagere,56
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,L°nmodtagere u.n.a.,32
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Arbejdsl°se,15
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,St°ttet beskµftigelse uden l°n,0
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Feriedagpenge,0
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Vejledning og opkvalificering,3
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Ledighedsydelse,0
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,B°rnepasningsorlov fra ledighed,0
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Barselsfravµr fra ledighed,0
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Sygefravµr fra ledighed,3
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Kontanthjµlp (passiv)/integrationsydelse,6
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Revalidering,0
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Ressourceforl°b,0
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Jobafklaringsforl°b,1
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,SU-modtagere,3
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,F°rtidspension,0
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Seniopension,0
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Tidlig pension,0
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Efterl°n,0
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Fleksydelse,0
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Folkepension,0
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Anden pension,0
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Personer under uddannelse (ordinµr),67
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Kursister,9
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Produktionsskoleelever,0
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,Udenlandske studerende,2
Kvinder,16-19 σr,H30 Erhvervsfaglige uddannelser,╪vrige uden for arbejdsstyrken,65
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Selvstµndige,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Medarbejdende µgtefµller,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,L°nmodtager med ledelsesarbejde,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,L°nmodtagere pσ h°jeste niveau,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,L°nmodtagere pσ mellemniveau,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,L°nmodtagere pσ grundniveau,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Andre l°nmodtagere,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,L°nmodtagere u.n.a.,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Arbejdsl°se,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,St°ttet beskµftigelse uden l°n,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Feriedagpenge,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Vejledning og opkvalificering,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Ledighedsydelse,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,B°rnepasningsorlov fra ledighed,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Barselsfravµr fra ledighed,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Sygefravµr fra ledighed,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Kontanthjµlp (passiv)/integrationsydelse,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Revalidering,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Ressourceforl°b,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Jobafklaringsforl°b,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,SU-modtagere,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,F°rtidspension,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Seniopension,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Tidlig pension,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Efterl°n,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Fleksydelse,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Folkepension,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Anden pension,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Personer under uddannelse (ordinµr),2
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Kursister,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Produktionsskoleelever,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,Udenlandske studerende,0
Kvinder,16-19 σr,H35 Adgangsgivende uddannelsesforl°b,╪vrige uden for arbejdsstyrken,0
Kvinder,16-19 σr,"H40 Korte videregσende uddannelser, KVU",Selvstµndige,0
Kvinder,16-19 σr,"H40 Korte videregσende uddannelser, KVU",Medarbejdende µgtefµller,0
Kvinder,16-19 σr,"H40 Korte videregσende uddannelser, KVU",L°nmodtager med ledelsesarbejde,0
Kvinder,16-19 σr,"H40 Korte videregσende uddannelser, KVU",L°nmodtagere pσ h°jeste niveau,0
Kvinder,16-19 σr,"H40 Korte videregσende uddannelser, KVU",L°nmodtagere pσ mellemniveau,1
Kvinder,16-19 σr,"H40 Korte videregσende uddannelser, KVU",L°nmodtagere pσ grundniveau,26
Kvinder,16-19 σr,"H40 Korte videregσende uddannelser, KVU",Andre l°nmodtagere,30
Kvinder,16-19 σr,"H40 Korte videregσende uddannelser, KVU",L°nmodtagere u.n.a.,23
Kvinder,16-19 σr,"H40 Korte videregσende uddannelser, KVU",Arbejdsl°se,3
Kvinder,16-19 σr,"H40 Korte videregσende uddannelser, KVU",St°ttet beskµftigelse uden l°n,1
Kvinder,16-19 σr,"H40 Korte videregσende uddannelser, KVU",Feriedagpenge,0
Kvinder,16-19 σr,"H40 Korte videregσende uddannelser, KVU",Vejledning og opkvalificering,0
Kvinder,16-19 σr,"H40 Korte videregσende uddannelser, KVU",Ledighedsydelse,0
Kvinder,16-19 σr,"H40 Korte videregσende uddannelser, KVU",B°rnepasningsorlov fra ledighed,0
Kvinder,16-19 σr,"H40 Korte videregσende uddannelser, KVU",Barselsfravµr fra ledighed,0
